27.71307778,87.25984444,2637
27.71225278,87.26179444,2695
27.71975833,87.25165833,2711
27.71225833,87.26211944,2723
27.72368056,87.24900833,2734
27.72340278,87.24933611,2734
27.72311944,87.24934167,2736
27.72283611,87.24934444,2736
27.72452778,87.24899444,2738
27.72396389,87.24900556,2739
27.72424722,87.249,2745
27.72509722,87.24930833,2754
27.72566389,87.2493,2755
27.72538056,87.24930556,2756
27.72481389,87.24931389,2758
27.72651389,87.24961111,2763
27.72623333,87.24961389,2763
27.72595,87.24961944,2765
27.72821389,87.24990556,2771
27.72906667,87.25021667,2774
27.66478056,87.61405,2774
27.72935,87.25021111,2775
27.66479444,87.61534167,2775
27.72793056,87.24991111,2776
27.66450833,87.61502222,2776
27.66479722,87.61566389,2776
27.73076667,87.25051111,2777
27.72963056,87.25020556,2777
27.6648,87.61598611,2777
27.72878333,87.25021944,2778
27.66478333,87.61437222,2780
27.66450278,87.61469722,2780
27.72765,87.24991389,2782
27.7302,87.25052222,2785
27.7285,87.250225,2785
27.66508611,87.61630556,2785
27.72736667,87.24991944,2787
27.72991944,87.250525,2788
27.66505833,87.61372222,2788
27.72680278,87.24992778,2789
27.73218611,87.25113611,2790
27.73190556,87.25113889,2790
27.73162222,87.25114444,2790
27.72708333,87.249925,2790
27.73246944,87.25113056,2792
27.66508889,87.61663056,2801
27.66533889,87.61339444,2806
27.73275556,87.25145,2807
27.66533611,87.61307222,2829
27.73529444,87.25108611,2844
27.73473056,87.25109444,2846
27.73501389,87.25109167,2850
27.66561389,87.61274444,2865
27.66019444,87.60764444,2869
27.73923611,87.24973056,2877
27.73895278,87.24973611,2878
27.65990556,87.60700278,2883
27.73839167,87.25006667,2884
27.738675,87.25006111,2885
27.66589444,87.61241944,2886
27.665375,87.61695,2892
27.66018889,87.60732222,2894
27.6599,87.60668056,2894
27.65961389,87.60636111,2899
27.66076111,87.60796111,2909
27.74093611,87.250025,2917
27.660475,87.60764167,2917
27.349275,87.93211667,2922
27.66589167,87.61209722,2923
27.34927222,87.93179444,2924
27.74122222,87.25034444,2928
27.65961111,87.60603611,2931
27.34926944,87.93147222,2934
27.61685556,87.46513056,2940
27.34926667,87.93115,2944
27.65960833,87.60571389,2947
27.61657222,87.46513611,2949
27.66537778,87.61727222,2951
27.34955833,87.93243611,2953
27.34926389,87.93082778,2961
27.65960556,87.60539167,2962
27.67833611,87.70015278,2965
27.67861944,87.70047222,2967
27.34926111,87.93050556,2968
27.61713611,87.46512778,2968
27.67890278,87.70046944,2968
27.61628611,87.46481667,2968
27.34956111,87.93275833,2971
27.67805278,87.70015556,2971
27.61600278,87.46481944,2972
27.66104444,87.60795833,2972
27.34925833,87.93018333,2976
27.65960278,87.60506667,2976
27.67918889,87.70078889,2977
27.7418,87.25130556,2980
27.67776944,87.70016111,2981
27.66617222,87.61176944,2982
27.65931667,87.60474722,2984
27.67748611,87.70016389,2987
27.66646667,87.67089167,2989
27.65191944,87.65717778,2990
27.67294722,87.69827778,2991
27.67919167,87.70111389,2994
27.61741944,87.46512222,2995
27.67322778,87.698275,2995
27.74208611,87.251625,2997
27.67720556,87.70016667,2998
27.64737778,87.65529444,2999
27.67351111,87.69827222,3001
27.616,87.46449722,3002
27.67919444,87.70143611,3003
27.65931389,87.604425,3004
27.67691944,87.69984722,3004
27.67266667,87.69860556,3004
27.65189722,87.62616389,3005
27.661325,87.60763056,3006
27.67238333,87.69860833,3007
27.67379444,87.69826944,3007
27.65220278,87.65717222,3009
27.621325,87.70986944,3010
27.34953889,87.92985833,3011
27.67407778,87.69826389,3011
27.64794722,87.65560833,3011
27.67521111,87.698575,3011
27.67492778,87.69857778,3012
27.67435833,87.69826111,3012
27.67663611,87.69985,3013
27.67577778,87.69889167,3013
27.64766111,87.65528889,3013
27.647375,87.65496944,3013
27.67549722,87.69889444,3014
27.68481389,87.69781389,3014
27.67464444,87.69858056,3014
27.67948056,87.70175556,3015
27.66616667,87.61144722,3015
27.67635,87.69953056,3015
27.67606389,87.69921111,3016
27.66566389,87.61759167,3017
27.34953611,87.92953611,3018
